Arbitro,fecha,Estadio,Ciudad,Temporada,Ronda,Equipo de casa,Equipo visita,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
,2017-11-26T03:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Apertura - Quarter-finals,Monarcas,Toluca,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
,2017-11-23T03:36:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Apertura - Quarter-finals,Leon,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2017-11-26T01:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Apertura - Quarter-finals,Tigres UANL,Leon,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
,2017-11-24T01:30:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Apertura - Quarter-finals,Cruz Azul,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2017-11-27T02:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Apertura - Quarter-finals,Club America,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2017-11-24T03:30:00+00:00,Estadio Jalisco (Guadalajara),,2017,Apertura - Quarter-finals,Atlas,Monterrey,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
,2017-11-27T00:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Apertura - Quarter-finals,Monterrey,Atlas,True,False,4.0,1.0,4.0,1.0,4.0,1.0,,,,
,2018-01-06T01:00:00+00:00,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 1,Puebla,Tigres UANL,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
,2018-01-06T03:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 1,Atlas,Leon,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
,2018-01-06T23:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 1,Cruz Azul,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-01-07T01:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 1,Monterrey,Monarcas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-01-07T01:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 1,Pachuca,U.N.A.M. - Pumas,False,True,2.0,3.0,2.0,1.0,2.0,3.0,,,,
,2018-01-07T03:00:00+00:00,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 1,Necaxa,Veracruz,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-01-07T18:00:00+00:00,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 1,Toluca,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-01-08T00:00:00+00:00,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 1,Club Queretaro,Club America,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
,2018-01-08T00:00:00+00:00,Estadio Nuevo Corona (Torreón),,2017,Clausura - 1,Santos Laguna,Lobos Buap,True,False,4.0,2.0,3.0,1.0,4.0,2.0,,,,
,2018-01-13T03:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 2,Monarcas,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
,2018-01-13T03:00:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 2,Club Tijuana,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
,2018-01-13T23:00:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 2,Lobos Buap,Club Queretaro,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
,2018-01-13T23:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 2,Club America,Pachuca,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
,2018-01-14T01:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 2,Tigres UANL,Santos Laguna,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
,2018-01-14T01:06:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 2,Leon,Toluca,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
,2018-01-14T03:06:00+00:00,Estadio AKRON (Zapopan),,2017,Clausura - 2,Guadalajara Chivas,Cruz Azul,False,True,1.0,3.0,1.0,0.0,1.0,3.0,,,,
,2018-01-14T18:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 2,U.N.A.M. - Pumas,Atlas,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
,2018-01-15T00:00:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 2,Veracruz,Monterrey,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
,2018-01-20T01:00:00+00:00,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 3,Puebla,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
,2018-01-20T03:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 3,Atlas,Toluca,False,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,
,2018-01-20T23:00:00+00:00,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 3,Club Queretaro,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-01-20T23:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 3,Cruz Azul,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-01-21T01:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 3,Monterrey,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-01-21T01:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 3,Pachuca,Lobos Buap,True,False,3.0,1.0,3.0,0.0,3.0,1.0,,,,
,2018-01-21T03:00:00+00:00,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 3,Necaxa,Guadalajara Chivas,False,True,1.0,3.0,1.0,1.0,1.0,3.0,,,,
,2018-01-21T18:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 3,U.N.A.M. - Pumas,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-01-22T00:00:00+00:00,Estadio Nuevo Corona (Torreón),,2017,Clausura - 3,Santos Laguna,Monarcas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
,2018-01-27T01:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 4,Monarcas,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
,2018-01-27T03:00:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 4,Club Tijuana,Puebla,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
,2018-01-27T23:00:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 4,Lobos Buap,U.N.A.M. - Pumas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-01-28T01:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 4,Tigres UANL,Pachuca,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
,2018-01-28T01:06:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 4,Leon,Necaxa,False,True,0.0,4.0,0.0,1.0,0.0,4.0,,,,
,2018-01-28T03:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 4,Club America,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
,2018-01-28T03:06:00+00:00,Estadio AKRON (Zapopan),,2017,Clausura - 4,Guadalajara Chivas,Monterrey,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
,2018-01-28T18:00:00+00:00,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 4,Toluca,Cruz Azul,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-01-29T00:00:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 4,Veracruz,Santos Laguna,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-02-03T01:00:00+00:00,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 5,Puebla,Guadalajara Chivas,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
,2018-02-03T03:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 5,Atlas,Cruz Azul,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
,2018-02-03T23:00:00+00:00,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 5,Club Queretaro,Veracruz,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
,2018-02-04T01:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 5,Monterrey,Leon,True,False,5.0,1.0,2.0,0.0,5.0,1.0,,,,
,2018-02-04T01:00:00+00:00,Estadio Nuevo Corona (Torreón),,2017,Clausura - 5,Santos Laguna,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-02-04T01:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 5,Pachuca,Monarcas,False,True,2.0,3.0,1.0,1.0,2.0,3.0,,,,
,2018-02-04T03:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 5,Club America,Lobos Buap,True,False,5.0,1.0,2.0,0.0,5.0,1.0,,,,
,2018-02-04T03:00:00+00:00,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 5,Necaxa,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-02-04T18:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 5,U.N.A.M. - Pumas,Tigres UANL,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
,2018-02-10T01:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 6,Monarcas,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
,2018-02-10T03:00:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 6,Club Tijuana,Club Queretaro,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
,2018-02-10T23:00:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 6,Lobos Buap,Atlas,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
,2018-02-10T23:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 6,Cruz Azul,Necaxa,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
,2018-02-11T01:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 6,Tigres UANL,Club America,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-02-11T01:06:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 6,Leon,Puebla,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
,2018-02-11T03:06:00+00:00,Estadio AKRON (Zapopan),,2017,Clausura - 6,Guadalajara Chivas,Santos Laguna,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
,2018-02-11T18:00:00+00:00,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 6,Toluca,Monterrey,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
,2018-02-12T00:00:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 6,Veracruz,Pachuca,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
,2018-02-14T01:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 7,Atlas,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2018-02-14T02:30:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 7,Lobos Buap,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-02-14T02:45:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 7,Club America,Monarcas,True,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,
,2018-02-15T01:00:00+00:00,Estadio Nuevo Corona (Torreón),,2017,Clausura - 7,Santos Laguna,Leon,True,False,5.0,1.0,4.0,1.0,5.0,1.0,,,,
,2018-02-15T01:00:00+00:00,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 7,Club Queretaro,Guadalajara Chivas,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
,2018-02-15T02:45:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 7,Monterrey,Cruz Azul,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
,2018-02-15T03:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 7,U.N.A.M. - Pumas,Veracruz,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
,2018-02-15T03:00:00+00:00,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 7,Puebla,Toluca,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
,2018-02-15T03:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 7,Pachuca,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
,2018-02-17T01:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 8,Monarcas,Lobos Buap,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
,2018-02-17T23:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 8,Cruz Azul,Puebla,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-02-18T01:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 8,Tigres UANL,Atlas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
,2018-02-18T01:06:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 8,Leon,Club Queretaro,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
,2018-02-18T02:30:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 8,Club Tijuana,U.N.A.M. - Pumas,True,False,4.0,1.0,2.0,1.0,4.0,1.0,,,,
,2018-02-18T03:00:00+00:00,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 8,Necaxa,Monterrey,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
,2018-02-18T03:06:00+00:00,Estadio AKRON (Zapopan),,2017,Clausura - 8,Guadalajara Chivas,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2018-02-18T18:00:00+00:00,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 8,Toluca,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
,2018-02-19T00:00:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 8,Veracruz,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2018-02-24T03:00:00+00:00,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 9,Puebla,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2018-02-24T03:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 9,Atlas,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
,2018-02-24T23:00:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 9,Lobos Buap,Veracruz,True,False,5.0,0.0,1.0,0.0,5.0,0.0,,,,
,2018-02-24T23:00:00+00:00,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 9,Club Queretaro,Toluca,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
,2018-02-25T01:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 9,Tigres UANL,Monarcas,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
,2018-02-25T01:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 9,Pachuca,Leon,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
,2018-02-25T03:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 9,Club America,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-02-25T18:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 9,U.N.A.M. - Pumas,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-02-26T00:00:00+00:00,Estadio Nuevo Corona (Torreón),,2017,Clausura - 9,Santos Laguna,Cruz Azul,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
,2018-03-03T03:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 10,Monarcas,Atlas,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
,2018-03-03T03:00:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 10,Club Tijuana,Lobos Buap,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
,2018-03-03T23:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 10,Cruz Azul,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
,2018-03-04T01:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 10,Monterrey,Puebla,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,
,2018-03-04T01:06:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 10,Leon,U.N.A.M. - Pumas,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
,2018-03-04T03:00:00+00:00,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 10,Necaxa,Santos Laguna,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
,2018-03-04T03:06:00+00:00,Estadio AKRON (Zapopan),,2017,Clausura - 10,Guadalajara Chivas,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
,2018-03-04T18:00:00+00:00,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 10,Toluca,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
,2018-03-05T00:00:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 10,Veracruz,Tigres UANL,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
,2018-03-10T01:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 11,Monarcas,Veracruz,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
,2018-03-10T03:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 11,Atlas,Puebla,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
,2018-03-10T23:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 11,Cruz Azul,Pachuca,True,False,5.0,0.0,3.0,0.0,5.0,0.0,,,,
,2018-03-10T23:00:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 11,Lobos Buap,Guadalajara Chivas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
,2018-03-10T23:00:00+00:00,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 11,Club Queretaro,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2018-03-11T01:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 11,Tigres UANL,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
,2018-03-11T03:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 11,Club America,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
,2018-03-11T18:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 11,U.N.A.M. - Pumas,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
,2018-03-12T00:00:00+00:00,Estadio Nuevo Corona (Torreón),,2017,Clausura - 11,Santos Laguna,Monterrey,True,False,3.0,2.0,2.0,1.0,3.0,2.0,,,,
,2018-03-17T01:00:00+00:00,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 12,Puebla,Santos Laguna,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
,2018-03-17T02:00:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 12,Club Tijuana,Monarcas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
,2018-03-17T23:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 12,Cruz Azul,U.N.A.M. - Pumas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2018-03-18T01:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 12,Monterrey,Club Queretaro,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
,2018-03-18T01:06:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 12,Leon,Lobos Buap,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
,2018-03-18T03:00:00+00:00,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 12,Necaxa,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
,2018-03-18T03:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 12,Club America,Toluca,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
,2018-03-18T03:06:00+00:00,Estadio AKRON (Zapopan),,2017,Clausura - 12,Guadalajara Chivas,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-03-19T00:00:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 12,Veracruz,Atlas,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
,2018-03-31T01:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 13,Monarcas,Guadalajara Chivas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
,2018-03-31T03:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 13,Atlas,Santos Laguna,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
,2018-03-31T23:00:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 13,Lobos Buap,Toluca,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
,2018-03-31T23:00:00+00:00,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 13,Club Queretaro,Puebla,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
,2018-04-01T01:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 13,Tigres UANL,Leon,True,False,4.0,1.0,4.0,0.0,4.0,1.0,,,,
,2018-04-01T01:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 13,Pachuca,Monterrey,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
,2018-04-01T03:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 13,Club America,Cruz Azul,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
,2018-04-01T17:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 13,U.N.A.M. - Pumas,Necaxa,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-04-01T23:30:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 13,Veracruz,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
,2018-04-07T00:00:00+00:00,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 14,Puebla,Pachuca,False,True,2.0,6.0,0.0,2.0,2.0,6.0,,,,
,2018-04-07T02:00:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 14,Club Tijuana,Atlas,,,2.0,2.0,2.0,0.0,2.0,2.0,,,,
,2018-04-07T22:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 14,Cruz Azul,Lobos Buap,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
,2018-04-08T00:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 14,Monterrey,U.N.A.M. - Pumas,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
,2018-04-08T00:06:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 14,Leon,Monarcas,False,True,2.0,3.0,0.0,2.0,2.0,3.0,,,,
,2018-04-08T02:00:00+00:00,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 14,Necaxa,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2018-04-08T02:06:00+00:00,Estadio AKRON (Zapopan),,2017,Clausura - 14,Guadalajara Chivas,Veracruz,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
,2018-04-08T17:00:00+00:00,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 14,Toluca,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
,2018-04-08T23:00:00+00:00,Estadio Nuevo Corona (Torreón),,2017,Clausura - 14,Santos Laguna,Club Queretaro,True,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
,2018-04-14T02:00:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 15,Club Tijuana,Guadalajara Chivas,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
,2018-04-14T02:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 15,Atlas,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
,2018-04-14T22:00:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 15,Lobos Buap,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
,2018-04-15T00:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 15,Tigres UANL,Cruz Azul,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
,2018-04-15T00:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 15,Pachuca,Santos Laguna,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
,2018-04-15T01:30:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 15,Monarcas,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
,2018-04-15T02:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 15,Club America,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-04-15T17:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 15,U.N.A.M. - Pumas,Puebla,True,False,4.0,2.0,1.0,1.0,4.0,2.0,,,,
,2018-04-15T23:00:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 15,Veracruz,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
