Arbitro,fecha,Estadio,Ciudad,Temporada,Ronda,Equipo de casa,Equipo visita,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
J. Rojas,2020-10-04T02:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 13,Club America,U.N.A.M. - Pumas,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
C. Ramos,2020-10-04T17:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 13,Toluca,Cruz Azul,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
F. Guerrero,2020-10-05T00:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 13,Club Queretaro,Monterrey,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
J. Pérez,2020-10-05T02:06:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 13,Club Tijuana,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
E. Miranda,2020-10-03T02:30:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - 13,Leon,Mazatlán,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
D. Montaño,2020-10-16T02:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 14,Atletico San Luis,Club Queretaro,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
A. Escobedo,2020-10-17T00:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 14,Necaxa,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
F. Hernández,2020-10-17T02:30:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Apertura - 14,Mazatlán,FC Juarez,True,False,3.0,2.0,3.0,1.0,3.0,2.0,,,,
Ó. Mejía,2020-10-17T22:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 14,Monterrey,Puebla,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
F. Guerrero,2020-10-18T00:00:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 14,Guadalajara Chivas,Atlas,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
E. Galván,2020-10-18T02:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 14,Cruz Azul,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
L. Santander,2020-10-18T17:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 14,U.N.A.M. - Pumas,Toluca,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
J. Rojas,2020-10-19T00:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - 14,Santos Laguna,Pachuca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
C. Ramos,2020-10-20T02:00:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 14,Leon,Club America,True,False,3.0,2.0,2.0,2.0,3.0,2.0,,,,
F. Hernández,2020-10-24T00:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - 15,Puebla,Leon,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
J. Rojas,2020-10-25T02:00:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Apertura - 15,Mazatlán,Monterrey,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
Ó. Mejía,2020-10-24T23:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 15,Club Queretaro,Necaxa,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
J. Pérez,2020-10-25T01:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 15,Tigres UANL,FC Juarez,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
D. Montaño,2020-10-25T02:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 15,Club America,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
F. Guerrero,2020-10-25T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 15,Toluca,Club Tijuana,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
E. Miranda,2020-10-25T23:30:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 15,Guadalajara Chivas,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
E. Galván,2020-10-26T01:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - 15,Santos Laguna,Atletico San Luis,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
Ó. Macías,2020-10-27T03:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 15,Pachuca,U.N.A.M. - Pumas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
J. Pérez,2020-10-30T03:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 16,Atletico San Luis,Mazatlán,False,True,0.0,5.0,0.0,5.0,0.0,5.0,,,,
F. Hernández,2020-10-31T01:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 16,Necaxa,Toluca,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
D. Montaño,2020-10-31T03:06:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 16,Club Tijuana,Pachuca,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
F. Guerrero,2020-10-31T03:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 16,FC Juarez,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
Ó. Macías,2020-10-31T23:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Apertura - 16,Atlas,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
C. Ramos,2020-11-01T01:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 16,U.N.A.M. - Pumas,Guadalajara Chivas,,,2.0,2.0,1.0,2.0,2.0,2.0,,,,
L. Santander,2020-11-01T03:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 16,Monterrey,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
M. Ortíz,2020-11-01T23:30:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 16,Club America,Tigres UANL,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
Ó. Mejía,2020-11-03T03:00:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - 16,Leon,Santos Laguna,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
M. Ortíz,2020-11-07T01:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - 17,Puebla,Atletico San Luis,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
Ó. Mejía,2020-11-07T03:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 17,FC Juarez,Club America,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
F. Hernández,2020-11-07T23:00:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 17,Guadalajara Chivas,Monterrey,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
J. Rojas,2020-11-08T01:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 17,Tigres UANL,Atlas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
F. Guerrero,2020-11-08T03:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 17,Cruz Azul,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
D. Montaño,2020-11-08T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 17,Toluca,Leon,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
C. Ramos,2020-11-09T01:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - 17,Santos Laguna,Mazatlán,True,False,4.0,0.0,0.0,0.0,4.0,0.0,,,,
L. Santander,2020-11-09T03:06:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 17,Club Queretaro,Club Tijuana,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
E. Galván,2020-11-07T23:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 17,Pachuca,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
S. Silva,2020-07-27T23:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 1,Atletico San Luis,FC Juarez,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
E. Galván,2020-07-25T00:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 1,Necaxa,Tigres UANL,False,True,0.0,3.0,0.0,2.0,0.0,3.0,,,,
E. Rangel,2020-07-28T03:00:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Apertura - 1,Mazatlán,Puebla,False,True,1.0,4.0,1.0,1.0,1.0,4.0,,,,
J. Rojas,2020-07-26T00:00:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 1,Guadalajara Chivas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C. Ramos,2020-07-26T02:00:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 1,Club Tijuana,Atlas,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
M. Ortíz,2020-11-22T01:00:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - Reclasificación,Santos Laguna,Pachuca,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
C. Ramos,2020-11-22T03:10:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - Reclasificación,Guadalajara Chivas,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
F. Hernández,2020-11-23T01:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - Reclasificación,Tigres UANL,Toluca,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
F. Guerrero,2020-11-23T03:10:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - Reclasificación,Monterrey,Puebla,False,True,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0
E. Miranda,2020-11-26T01:00:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - Quarter-finals,Puebla,Leon,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
C. Ramos,2020-11-29T01:00:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - Quarter-finals,Leon,Puebla,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
J. Rojas,2020-11-26T03:06:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - Quarter-finals,Guadalajara Chivas,Club America,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
J. Pérez,2020-11-29T03:06:00+00:00,Estadio Azteca,D.F.,2020,Apertura - Quarter-finals,Club America,Guadalajara Chivas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
D. Montaño,2020-11-27T01:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - Quarter-finals,Tigres UANL,Cruz Azul,False,True,1.0,3.0,0.0,1.0,1.0,3.0,,,,
M. Ortíz,2020-11-30T00:30:00+00:00,Estadio Azteca,D.F.,2020,Apertura - Quarter-finals,Cruz Azul,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
E. Galván,2020-11-27T03:06:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - Quarter-finals,Pachuca,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
F. Hernández,2020-11-29T18:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - Quarter-finals,U.N.A.M. - Pumas,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
M. Ortíz,2020-12-03T03:05:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - Semi-finals,Guadalajara Chivas,Leon,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
D. Montaño,2020-12-06T03:00:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - Semi-finals,Leon,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
J. Rojas,2020-12-04T03:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - Semi-finals,Cruz Azul,U.N.A.M. - Pumas,True,False,4.0,0.0,3.0,0.0,4.0,0.0,,,,
C. Ramos,2020-12-07T00:30:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - Semi-finals,U.N.A.M. - Pumas,Cruz Azul,True,False,4.0,0.0,3.0,0.0,4.0,0.0,,,,
F. Hernández,2020-12-11T03:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - Finals,U.N.A.M. - Pumas,Leon,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
J. Pérez,2020-12-14T02:30:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - Finals,Leon,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
E. Rangel,2021-01-09T01:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Clausura - 1,Puebla,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
S. Silva,2021-01-09T03:06:00+00:00,Estadio Caliente,Tijuana,2020,Clausura - 1,Club Tijuana,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
V. Cáceres,2021-01-09T03:30:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Clausura - 1,Mazatlán,Necaxa,True,False,3.0,2.0,2.0,1.0,3.0,2.0,,,,
Ó. Mejía,2021-01-09T23:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Clausura - 1,Atlas,Monterrey,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
J. Esquivel,2021-01-10T01:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Clausura - 1,Tigres UANL,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
A. Funk,2021-01-10T03:00:00+00:00,Estadio Azteca,D.F.,2020,Clausura - 1,Club America,Atletico San Luis,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
A. Maganda,2021-01-10T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Clausura - 1,Toluca,Club Queretaro,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
B. González,2021-01-12T03:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Clausura - 1,Pachuca,FC Juarez,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
M. Vargas,2021-01-11T01:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Clausura - 1,Santos Laguna,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
D. Montaño,2021-01-16T01:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Clausura - 2,Necaxa,Atletico San Luis,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
E. Galván,2021-01-16T03:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Clausura - 2,FC Juarez,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C. Ramos,2021-01-16T23:00:00+00:00,Estadio AKRON,Zapopan,2020,Clausura - 2,Guadalajara Chivas,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
J. Esquivel,2021-01-17T01:00:00+00:00,Estadio Azteca,D.F.,2020,Clausura - 2,Cruz Azul,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
J. Pérez,2021-01-17T03:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Clausura - 2,Monterrey,Club America,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
L. Santander,2021-01-17T18:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Clausura - 2,U.N.A.M. - Pumas,Mazatlán,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
F. Guerrero,2021-01-18T01:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Clausura - 2,Santos Laguna,Tigres UANL,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
M. Ortíz,2021-01-18T03:06:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Clausura - 2,Club Queretaro,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
J. Rojas,2021-01-19T03:00:00+00:00,Estadio León,León de los Aldamas,2020,Clausura - 2,Leon,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
E. Galván,2021-01-22T03:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Clausura - 3,Atletico San Luis,Guadalajara Chivas,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
A. Escobedo,2021-01-23T01:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Clausura - 3,Puebla,Club Tijuana,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
C. Ramos,2021-01-23T03:30:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Clausura - 3,Mazatlán,Santos Laguna,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
L. Santander,2021-03-11T03:00:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Clausura - 3,Monterrey,Leon,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
E. Miranda,2021-01-24T01:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Clausura - 3,Atlas,Tigres UANL,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
M. Ortíz,2021-01-27T02:30:00+00:00,Estadio Azteca,D.F.,2020,Clausura - 3,Club America,FC Juarez,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
J. Rojas,2021-01-24T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Clausura - 3,Toluca,Necaxa,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
F. Guerrero,2021-01-25T01:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Clausura - 3,Club Queretaro,U.N.A.M. - Pumas,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
E. Morales,2021-01-26T03:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Clausura - 3,Pachuca,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
S. Silva,2021-02-03T03:00:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Clausura - 4,Puebla,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
E. Galván,2021-01-30T03:30:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Clausura - 4,Mazatlán,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
J. Rojas,2021-01-31T01:00:00+00:00,Estadio AKRON,Zapopan,2020,Clausura - 4,Guadalajara Chivas,FC Juarez,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
F. Hernández,2021-01-29T03:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Clausura - 4,Tigres UANL,Necaxa,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
L. Santander,2021-01-31T03:00:00+00:00,Estadio Azteca,D.F.,2020,Clausura - 4,Cruz Azul,Club Queretaro,True,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,
F. Guerrero,2021-01-31T03:06:00+00:00,Estadio Caliente,Tijuana,2020,Clausura - 4,Club Tijuana,Toluca,True,False,3.0,2.0,3.0,1.0,3.0,2.0,,,,
C. Ramos,2021-01-31T18:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Clausura - 4,U.N.A.M. - Pumas,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
D. Montaño,2021-02-01T01:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Clausura - 4,Santos Laguna,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
A. Escobedo,2021-02-02T03:00:00+00:00,Estadio León,León de los Aldamas,2020,Clausura - 4,Leon,Atletico San Luis,True,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,
L. Santander,2021-02-05T01:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Clausura - 5,Atletico San Luis,Club Tijuana,,,2.0,2.0,1.0,2.0,2.0,2.0,,,,
Ó. Mejía,2021-02-05T03:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Clausura - 5,Club Queretaro,Pachuca,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
V. Cáceres,2021-02-06T03:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Clausura - 5,Necaxa,Cruz Azul,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
E. Miranda,2021-04-15T02:00:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Clausura - 5,FC Juarez,Tigres UANL,False,True,2.0,3.0,0.0,0.0,2.0,3.0,,,,
F. Hernández,2021-02-06T23:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Clausura - 5,Atlas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
C. Ramos,2021-02-07T01:00:00+00:00,Estadio Azteca,D.F.,2020,Clausura - 5,Club America,Puebla,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
E. Galván,2021-02-07T03:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Clausura - 5,Monterrey,U.N.A.M. - Pumas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
M. Ortíz,2021-02-07T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Clausura - 5,Toluca,Mazatlán,True,False,4.0,1.0,3.0,0.0,4.0,1.0,,,,
F. Guerrero,2021-02-09T03:00:00+00:00,Estadio León,León de los Aldamas,2020,Clausura - 5,Leon,Guadalajara Chivas,False,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,
F. Hernández,2021-02-13T01:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Clausura - 6,Puebla,FC Juarez,True,False,4.0,0.0,2.0,0.0,4.0,0.0,,,,
J. Pérez,2021-02-13T03:06:00+00:00,Estadio Caliente,Tijuana,2020,Clausura - 6,Club Tijuana,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
F. Guerrero,2021-02-13T03:30:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Clausura - 6,Mazatlán,Atletico San Luis,False,True,0.0,3.0,0.0,2.0,0.0,3.0,,,,
D. Montaño,2021-02-14T01:00:00+00:00,Estadio AKRON,Zapopan,2020,Clausura - 6,Guadalajara Chivas,Necaxa,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
A. Escobedo,2021-02-14T03:00:00+00:00,Estadio Azteca,D.F.,2020,Clausura - 6,Club America,Club Queretaro,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
E. Miranda,2021-02-18T03:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Clausura - 6,Tigres UANL,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
L. Santander,2021-02-14T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Clausura - 6,Toluca,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
C. Ramos,2021-02-15T01:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Clausura - 6,Santos Laguna,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
M. Ortíz,2021-02-16T03:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Clausura - 6,Pachuca,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
A. Escobedo,2021-02-19T03:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Clausura - 7,Atletico San Luis,Santos Laguna,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
L. Santander,2021-02-20T01:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Clausura - 7,Necaxa,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
Ó. Mejía,2021-02-20T03:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Clausura - 7,FC Juarez,Mazatlán,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
Ó. Macías,2021-02-21T01:00:00+00:00,Estadio Azteca,D.F.,2020,Clausura - 7,Cruz Azul,Toluca,True,False,3.0,2.0,2.0,2.0,3.0,2.0,,,,
F. Guerrero,2021-02-21T03:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Clausura - 7,Atlas,Club America,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
M. Ortíz,2021-02-21T18:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Clausura - 7,U.N.A.M. - Pumas,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
E. Galván,2021-02-21T23:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Clausura - 7,Club Queretaro,Puebla,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
F. Hernández,2021-02-22T01:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Clausura - 7,Tigres UANL,Club Tijuana,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
C. Ramos,2021-02-23T03:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Clausura - 7,Pachuca,Guadalajara Chivas,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
D. Montaño,2021-02-26T03:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Clausura - 8,Atletico San Luis,Tigres UANL,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
C. Ramos,2021-02-27T01:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Clausura - 8,Puebla,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
M. Ortíz,2021-02-27T03:30:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Clausura - 8,Mazatlán,Club Queretaro,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
E. Galván,2021-02-27T23:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Clausura - 8,Toluca,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
J. Rojas,2021-02-28T01:00:00+00:00,Estadio Azteca,D.F.,2020,Clausura - 8,Club America,Pachuca,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
Ó. Mejía,2021-02-28T03:00:00+00:00,Estadio León,León de los Aldamas,2020,Clausura - 8,Leon,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
F. Guerrero,2021-02-28T23:00:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Clausura - 8,Monterrey,Club Tijuana,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
L. Santander,2021-03-01T01:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Clausura - 8,Santos Laguna,FC Juarez,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
F. Hernández,2021-03-01T03:00:00+00:00,Estadio AKRON,Zapopan,2020,Clausura - 8,Guadalajara Chivas,U.N.A.M. - Pumas,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
